axis,t_s,v_V,i_A
d,0.025,1.49671634712259,3.57226370639384
d,0.02505,1.49985601428327,3.56911943199065
d,0.0251,1.49952897483002,3.57369870596346
d,0.02515,1.501124445057,3.57243922050266
d,0.0252,1.49861296344122,3.57099226903507
d,0.02525,1.49903085594625,3.57044832165845
d,0.0253,1.5031489245371,3.57209994705071
d,0.02535,1.50129519164232,3.57165947217025
d,0.0254,1.50012622476696,3.57010979914465
d,0.02545,1.4914083006759,3.56837463223446
d,0.0255,1.50502830397756,3.56862598172494
d,0.02555,1.49886632000204,3.5709407730877
d,0.0256,1.49661901228867,3.57146928942138
d,0.02565,1.49760329439304,3.57086001417407
d,0.0257,1.49758602792369,3.56859171458728
d,0.02575,1.49632348268406,3.57060378546677
d,0.0258,1.50180445929586,3.57297552351514
d,0.02585,1.49908141129382,3.5703024396699
d,0.0259,1.4997864685658,3.56910017301014
d,0.02595,1.49941343853506,3.57326212128992
d,0.026,1.49809014743454,3.56970972078074
d,0.02605,1.49773213522388,3.57337493459721
d,0.0261,1.50061248062148,3.57108837222532
d,0.02615,1.49985178096186,3.57216888535791
d,0.0262,1.50407510805079,3.57005056485244
d,0.02625,1.50005945414379,3.57269178213855
d,0.0263,1.49868372463561,3.57046898068234
d,0.02635,1.49673524121565,3.57368664717239
d,0.0264,1.50120614561335,3.57022319765309
d,0.02645,1.49913424163118,3.57578322627467
d,0.0265,1.5034110557596,3.57115182035035
d,0.02655,1.49962122346086,3.5699727818223
d,0.0266,1.50103848764748,3.56700031846746
d,0.02665,1.50530195605184,3.5727434326579
d,0.0267,1.49405144612434,3.56981882362189
d,0.02675,1.49400571924918,3.57456870266808
d,0.0268,1.5002697987294,3.57180811411706
d,0.02685,1.49846931135808,3.56890618678768
d,0.0269,1.4997605828767,3.5725328136714
d,0.02695,1.50346687275252,3.56881015050133
d,0.027,1.49765280048889,3.56846811068248
d,0.02705,1.50406360395281,3.56902020182227
d,0.0271,1.49864280973119,3.57525563465268
d,0.02715,1.49736094006331,3.57083738552664
d,0.0272,1.49950214430313,3.57085529066546
d,0.02725,1.49593638709193,3.57308234233895
d,0.0273,1.50163661532855,3.56931259556675
d,0.02735,1.50117583976703,3.5704794118152
d,0.0274,1.49756071011508,3.57333403172241
d,0.02745,1.50172303391335,3.57172841782074
d,0.0275,1.50113758845929,3.57609840322367
d,0.02755,1.50094717463997,3.5694673752879
d,0.0276,1.49595880225164,3.57098358970645
d,0.02765,1.49880356480584,3.56920440044883
d,0.0277,1.50485218363536,3.56874624744385
d,0.02775,1.49696409413115,3.56832598354547
d,0.0278,1.50312059530355,3.57183401574824
d,0.02785,1.49610806519315,3.5715644174995
d,0.0279,1.49645389263838,3.57171219752681
d,0.02795,1.4982663992662,3.57424868917417
d,0.028,1.49618398109818,3.57201431837807
d,0.02805,1.50180947641551,3.57187544324117
d,0.0281,1.49900702850401,3.56795632139602
d,0.02815,1.50221357057441,3.56928271679648
d,0.0282,1.50366563127746,3.56850547159378
d,0.02825,1.50021981922712,3.57094161753225
d,0.0283,1.50304462099169,3.57061525602527
d,0.02835,1.49872902416195,3.57135785135062
d,0.0284,1.50129854520036,3.57052524186447
d,0.02845,1.49777885978217,3.57126512949439
d,0.0285,1.49919941907176,3.57278689966809
d,0.02855,1.49234751699712,3.57202653315947
d,0.0286,1.50232859589465,3.57226677865036
d,0.02865,1.49575897605589,3.57047241427481
d,0.0287,1.50141737709527,3.5718281397898
d,0.02875,1.49369655743883,3.57096709832053
d,0.0288,1.49721938412523,3.56951613089236
d,0.02885,1.50755346994038,3.57037348197003
d,0.0289,1.50163193821579,3.56864758679389
d,0.02895,1.4983981969776,3.57155391802427
d,0.029,1.49725913231451,3.57022929744169
d,0.02905,1.50469964115338,3.57004945755416
d,0.0291,1.49654220662917,3.57097307164773
d,0.02915,1.4975315367405,3.56886010174332
d,0.0292,1.50244857869917,3.57291946589902
d,0.02925,1.50538109628684,3.57351201379489
d,0.0293,1.49774770936585,3.5688137408048
d,0.02935,1.50351981217718,3.56976105356139
d,0.0294,1.50136317064492,3.57135586556493
d,0.02945,1.50125467285086,3.57200948454328
d,0.0295,1.49502679829346,3.57265778381989
d,0.02955,1.49704706177925,3.57476464534454
d,0.0296,1.50129881055894,3.57157475632088
d,0.02965,1.50737815868903,3.57040566399079
d,0.0297,1.49936620309409,3.56855216026911
d,0.02975,1.50271270681359,3.5659752215206
d,0.0298,1.49948875209317,3.57317920143834
d,0.02985,1.50061044000238,3.57006668242131
d,0.0299,1.5005376920264,3.57183700388268
d,0.02995,1.50256850326208,3.57366252484177
d,0.03,1.50129256418065,3.56944505358698
d,0.03005,1.50115332125291,3.57227215624235
d,0.0301,1.50174670276648,3.57121463426452
d,0.03015,1.49618248338699,3.57138015212844
d,0.0302,1.49997665154406,3.57024674815097
d,0.03025,1.49662573700948,3.57050657161855
d,0.0303,1.49491500185129,3.57172151598638
d,0.03035,1.502437911991,3.57095800236372
d,0.0304,1.50242943257111,3.57484232091649
d,0.03045,1.49761345437327,3.5717401962751
d,0.0305,1.50073192249521,3.57012046352727
d,0.03055,1.49477478165658,3.57083661730479
d,0.0306,1.50244487715218,3.57278384075425
d,0.03065,1.49679996019781,3.56929957179608
d,0.0307,1.49994195118805,3.57653408451373
d,0.03075,1.50018369267987,3.5677510007533
d,0.0308,1.50207106944863,3.57110803866488
d,0.03085,1.49935821342096,3.57187493968065
d,0.0309,1.49528188460662,3.57141570875349
d,0.03095,1.49782727660776,3.57188724826594
d,0.031,1.49642962599882,3.57344894087227
d,0.03105,1.49548116196092,3.57251826040129
d,0.0311,1.49753406323862,3.57033794914629
d,0.03115,1.49500500472884,3.57033608201937
d,0.0312,1.50722510827618,3.57154474543836
d,0.03125,1.50080230447477,3.57620957237457
d,0.0313,1.50151958668394,3.56755136294804
d,0.03135,1.49905419246038,3.56825162525428
d,0.0314,1.50652305305391,3.57533560670087
d,0.03145,1.49621765404064,3.57017059337289
d,0.0315,1.50144106492354,3.57309960778842
d,0.03155,1.49564920728857,3.57270880278725
d,0.0316,1.50035359110242,3.56907106751828
d,0.03165,1.49859510285914,3.57270130071158
d,0.0317,1.49757486646355,3.56951456387458
d,0.03175,1.50329600290035,3.5730246625853
d,0.0318,1.49687108394919,3.57196472050477
d,0.03185,1.50287699146212,3.57435131871585
d,0.0319,1.49954571604167,3.56903148581641
d,0.03195,1.49502328784021,3.57374389438762
d,0.032,1.50028370609,3.57349859149795
d,0.03205,1.50211311766777,3.57067278073352
d,0.0321,1.49632289552355,3.56979381981264
d,0.03215,1.50038714778189,3.57054390800789
d,0.0322,1.50325331809182,3.57083354165021
d,0.03225,1.499503192849,3.57346549038409
d,0.0323,1.49913259213996,3.57124027551193
d,0.03235,1.50340906351971,3.57135156712132
d,0.0324,1.49974492353018,3.5715587130446
d,0.03245,1.49643378308693,3.57178073198495
d,0.0325,1.49992994194879,3.57024269008466
d,0.03255,1.505510059231,3.57097294229492
d,0.0326,1.49692182994715,3.57338951581595
d,0.03265,1.49984790440605,3.57205251146798
d,0.0327,1.50443360805789,3.57621888449906
d,0.03275,1.50262160919578,3.57502730670372
d,0.0328,1.49479544647599,3.5669718881859
d,0.03285,1.4928974717718,3.57253423828086
d,0.0329,1.4980820969024,3.57160619811933
d,0.03295,1.49847474142,3.57521431109676
d,0.033,1.50096376265135,3.5708095292536
d,0.03305,1.50263274267289,3.5730595680261
d,0.0331,1.50111973274059,3.56959296953189
d,0.03315,1.49814022715108,3.56979407114992
d,0.0332,1.50221177331841,3.56660140931971
d,0.03325,1.50349151034807,3.57187130150002
d,0.0333,1.49804134056077,3.56982976174691
d,0.03335,1.50728371064952,3.57462276187304
d,0.0334,1.50257822906009,3.56678547675697
d,0.03345,1.48991893180207,3.57068769123537
d,0.0335,1.49963550444395,3.57038774997146
d,0.03355,1.49358677679686,3.56976442585655
d,0.0336,1.49942354091295,3.57067132434622
d,0.03365,1.49803804723542,3.57593155693857
d,0.0337,1.50240858617119,3.56986079723763
d,0.03375,1.49869731583317,3.56866089479602
d,0.0338,1.49631620155461,3.57392614987134
d,0.03385,1.50453227675924,3.57187803246489
d,0.0339,1.50022024466354,3.57156336291156
d,0.03395,1.50102195929208,3.57024358048202
d,0.034,1.50903778514348,3.57120945100929
d,0.03405,1.49756492560621,3.56788226726414
d,0.0341,1.4996092154156,3.57270928994306
d,0.03415,1.49799799642826,3.57273676483832
d,0.0342,1.49761860939689,3.5719364965156
d,0.03425,1.5022121078193,3.56830496669719
d,0.0343,1.50276452652812,3.57113198797969
d,0.03435,1.50318396876378,3.57165197469047
d,0.0344,1.49917295566451,3.56997053958348
d,0.03445,1.49714933639692,3.5720745512288
d,0.0345,1.50147365194128,3.5707213490991
d,0.03455,1.4956930862541,3.57085298473881
d,0.0346,1.49956580427472,3.57268903755135
d,0.03465,1.49897743502208,3.57056927988584
d,0.0347,1.49540935952921,3.57329636985505
d,0.03475,1.49938703394143,3.57154022614567
d,0.0348,1.49930496373684,3.56787708662944
d,0.03485,1.49826208021139,3.56994353303071
d,0.0349,1.49994300658605,3.57186110372714
d,0.03495,1.49867523716579,3.56978001147808
d,0.035,1.50150718364661,3.57426264034427
d,0.03505,1.50180002975448,3.5744291034129
d,0.0351,1.49672052898381,3.57368446756158
d,0.03515,1.5014670918254,3.56628267198522
d,0.0352,1.50410446044468,3.57023455682338
d,0.03525,1.50182358712728,3.56848239421062
d,0.0353,1.49824689502839,3.57186205471607
d,0.03535,1.50634316228122,3.57433230021226
d,0.0354,1.5014635252855,3.57066977321187
d,0.03545,1.49940303832088,3.56842438099141
d,0.0355,1.50624640397041,3.57100416594897
d,0.03555,1.50411565815693,3.57339107760007
d,0.0356,1.49743414146942,3.57329001134561
d,0.03565,1.49940610590439,3.57589429456575
d,0.0357,1.49897712656384,3.57375087285486
d,0.03575,1.49953591079973,3.57452798788461
d,0.0358,1.49693650613358,3.57100097877505
d,0.03585,1.50116518707847,3.57223525121147
d,0.0359,1.50178233299801,3.57234785348231
d,0.03595,1.50509286006012,3.57391285094871
d,0.036,1.5011353097484,3.5698997733824
d,0.03605,1.50047328082157,3.57141711479154
d,0.0361,1.5020355945444,3.56950337512989
d,0.03615,1.50101807752818,3.57198356645743
d,0.0362,1.49897574048875,3.56883841238918
d,0.03625,1.50142101836594,3.57188998903483
d,0.0363,1.49848952973341,3.57383058658529
d,0.03635,1.49989515327174,3.57226067227646
d,0.0364,1.49818520905002,3.57134611454763
d,0.03645,1.50117810900771,3.5682877421377
d,0.0365,1.5042450386672,3.57122146145728
d,0.03655,1.50043124262438,3.57555211363338
d,0.0366,1.49984017731215,3.57214247229535
d,0.03665,1.50136714878722,3.56892952101241
d,0.0367,1.50318726226073,3.57238196325333
d,0.03675,1.51424152336309,3.57305882514352
d,0.0368,1.50093610164466,3.57276248518754
d,0.03685,1.50071159998135,3.57262351870696
d,0.0369,1.50376878028796,3.57086706462579
d,0.03695,1.49902193018513,3.57248834949887
d,0.037,1.49788101057332,3.57010604332698
d,0.03705,1.50191680475637,3.57394536347505
d,0.0371,1.49738136002443,3.56956006135953
d,0.03715,1.49535593341329,3.57259497204743
d,0.0372,1.50233729936048,3.5732125039611
d,0.03725,1.50186552619846,3.57183518928143
d,0.0373,1.50469170183728,3.57412961861376
d,0.03735,1.4992669760336,3.57518173523415
d,0.0374,1.5017357929941,3.57139877858484
d,0.03745,1.5042543208855,3.57190615324745
d,0.0375,1.50117337137426,3.5765860196168
d,0.03755,1.50102369084892,3.56978449308618
d,0.0376,1.50338988983225,3.57059966563293
d,0.03765,1.49924858374385,3.56579465430667
d,0.0377,1.50686960608097,3.57355541338972
d,0.03775,1.49921931175852,3.57061371116174
d,0.0378,1.49771989454755,3.57293416868117
d,0.03785,1.50397655396379,3.5714555870874
d,0.0379,1.49905691302693,3.57136848185733
d,0.03795,1.49762181899661,3.57153923967926
d,0.038,1.50329355724479,3.56969908164938
d,0.03805,1.50281275839228,3.57035303391481
d,0.0381,1.49947276924417,3.57274079670814
d,0.03815,1.49852011910273,3.57221473471592
d,0.0382,1.49510089753609,3.56909127195508
d,0.03825,1.49567749193527,3.57394703108449
d,0.0383,1.49840867568476,3.56885935242787
d,0.03835,1.49601907464762,3.57514753889627
d,0.0384,1.50081242864434,3.56980148055661
d,0.03845,1.49850466411999,3.57385570248871
d,0.0385,1.50063669809305,3.56986676768779
d,0.03855,1.50110868826862,3.57005530412382
d,0.0386,1.4977542821837,3.56794973030179
d,0.03865,1.50248499000584,3.56859496769783
d,0.0387,1.49902550592918,3.57070527359389
d,0.03875,1.4984084349639,3.57087816018424
d,0.0388,1.50439969773284,3.56873346629058
d,0.03885,1.50069327000912,3.5703122885855
d,0.0389,1.49901754328959,3.57048257810425
d,0.03895,1.50143175599126,3.57158173645934
d,0.039,1.50382441749671,3.57298640489801
d,0.03905,1.49632148137364,3.57164187698846
d,0.0391,1.49774980933225,3.57355932258172
d,0.03915,1.50063848414395,3.57436936051724
d,0.0392,1.50089990532033,3.56969949630443
d,0.03925,1.50192226540983,3.56988594157371
d,0.0393,1.50272805442768,3.56998934589971
d,0.03935,1.50335109302135,3.57422551927283
d,0.0394,1.50331793898253,3.57321797908452
d,0.03945,1.49647657208192,3.56998242060475
d,0.0395,1.49960497377254,3.56939082586617
d,0.03955,1.49422514587508,3.56578677892172
d,0.0396,1.50096008735937,3.57171422680049
d,0.03965,1.49652238533641,3.57004162651318
d,0.0397,1.49426995872801,3.57300324030871
d,0.03975,1.49801779548454,3.57366482131
d,0.0398,1.50033350132793,3.57099576990923
d,0.03985,1.50848773407014,3.57265021642457
d,0.0399,1.50062120495383,3.57139073041401
d,0.03995,1.49970859890062,3.57271960798382
d,0.04,1.50006400040735,3.57011930853313
d,0.04005,1.50372369817379,3.57296963999492
d,0.0401,1.49782308827898,3.57024976198761
d,0.04015,1.50419950520666,3.57110744304844
d,0.0402,1.50090169542465,3.57157486323162
d,0.04025,1.50117915869969,3.57230145372919
d,0.0403,1.49886752183993,3.56860324418847
d,0.04035,1.49516009827572,3.57355416749328
d,0.0404,1.49939442988303,3.57116873858122
d,0.04045,1.50441885176717,3.57069542300604
d,0.0405,1.49863785166608,3.56789814975749
d,0.04055,1.50398849688366,3.57000011503356
d,0.0406,1.50319028797081,3.57064430690461
d,0.04065,1.50505436829161,3.57422991802327
d,0.0407,1.5020130498863,3.56958950966439
d,0.04075,1.49763573399199,3.57034051045522
d,0.0408,1.49951471154351,3.56924304312855
d,0.04085,1.49664029991759,3.57250263573875
d,0.0409,1.50201871421755,3.57197391521958
d,0.04095,1.50281068494766,3.56996580503034
d,0.041,1.49900669432555,3.56766659487905
d,0.04105,1.50203284968323,3.57185095528093
d,0.0411,1.49994911682921,3.56906241944391
d,0.04115,1.4924906061288,3.56999530329125
d,0.0412,1.49890804462796,3.56691845490802
d,0.04125,1.49953215100001,3.56803994686031
d,0.0413,1.5006151933174,3.57172328380215
d,0.04135,1.50075595679898,3.5707245438176
d,0.0414,1.49709592444973,3.57071976712639
d,0.04145,1.4951376665385,3.57076413244818
d,0.0415,1.50224795839923,3.57228530124367
d,0.04155,1.50018126250686,3.57232492454052
d,0.0416,1.50218566516873,3.56888386614751
d,0.04165,1.4975365560804,3.57210983073388
d,0.0417,1.49537741790442,3.56927685915822
d,0.04175,1.49780671522215,3.5692449607429
d,0.0418,1.50474051274424,3.57307083572435
d,0.04185,1.49733185933012,3.57417032874498
d,0.0419,1.49954513704266,3.570260380425
d,0.04195,1.50006777891065,3.57170776573825
d,0.042,1.50236401468558,3.57107824576219
d,0.04205,1.49266267350686,3.56892387717044
d,0.0421,1.49841283005622,3.57400934113593
d,0.04215,1.49986744744278,3.56978834353079
d,0.0422,1.49931200055636,3.57201954908928
d,0.04225,1.50551183100557,3.57065834389453
d,0.0423,1.50013394577358,3.57226029059191
d,0.04235,1.50727510353212,3.56897472205992
d,0.0424,1.49920810442057,3.56747180298454
d,0.04245,1.50035830029714,3.57162662153744
d,0.0425,1.49983192905221,3.57137073590771
d,0.04255,1.50221887656571,3.57264935046896
d,0.0426,1.49921974557993,3.57130025230487
d,0.04265,1.50406450943014,3.5689860608257
d,0.0427,1.50051090215331,3.56794147145975
d,0.04275,1.50529924007649,3.56766817105964
d,0.0428,1.49729936738985,3.57122346018872
d,0.04285,1.50651273761474,3.57559616210305
d,0.0429,1.50485640404129,3.57262241070999
d,0.04295,1.49967940636365,3.57361513451811
d,0.043,1.50390004443024,3.57016617008008
d,0.04305,1.5053322667519,3.57068864086836
d,0.0431,1.4980327680343,3.56893423528421
d,0.04315,1.49822952245836,3.57445553326029
d,0.0432,1.50236398274386,3.5727131896665
d,0.04325,1.50048541063889,3.57252644580295
d,0.0433,1.49837027995359,3.57263955469994
d,0.04335,1.49992911071723,3.57120904254468
d,0.0434,1.501840035462,3.57100297334857
d,0.04345,1.49737979894924,3.5726377477544
d,0.0435,1.50319595876154,3.5707841859317
d,0.04355,1.50235436100628,3.5739435681116
d,0.0436,1.49569512888354,3.57278724268122
d,0.04365,1.4986566146661,3.57028810136145
d,0.0437,1.50026685857316,3.57316294117813
d,0.04375,1.49746287454787,3.56820236451303
d,0.0438,1.49861954816787,3.57403408150849
d,0.04385,1.49917855478315,3.57292518090122
d,0.0439,1.50353764864955,3.57351180611955
d,0.04395,1.50013541650378,3.572541753471
d,0.044,1.49910616415415,3.56897576460577
d,0.04405,1.49846199030063,3.57241732511911
d,0.0441,1.50174011768084,3.56898499287592
d,0.04415,1.50134936332314,3.57215189750641
d,0.0442,1.49933752066953,3.56912814777017
d,0.04425,1.50346655587178,3.57178991816005
d,0.0443,1.49803294315972,3.57417093165719
d,0.04435,1.49958323514083,3.56960214770804
d,0.0444,1.50212734688415,3.57184745581379
d,0.04445,1.49679418333427,3.57030103393304
d,0.0445,1.50128237747086,3.57226336453277
d,0.04455,1.49740163041278,3.56878282340114
d,0.0446,1.50271941327867,3.57412624688989
d,0.04465,1.49516948579388,3.56949219406868
d,0.0447,1.50271278649615,3.57149550829912
d,0.04475,1.49808614830295,3.57128335744642
d,0.0448,1.50359755475801,3.56965189541475
d,0.04485,1.4993901756961,3.57303715551252
d,0.0449,1.49956741805132,3.57247118973145
d,0.04495,1.49570319931002,3.57000689345473
d,0.045,1.49960305918275,3.57040572999514
d,0.04505,1.49517219108675,3.57092818178092
d,0.0451,1.50040552941635,3.57111859841493
d,0.04515,1.50133809898322,3.57238488373644
d,0.0452,1.49802282454845,3.57002217294281
d,0.04525,1.50014714641205,3.57155264588782
d,0.0453,1.50321035136539,3.56958751242977
d,0.04535,1.49949345848029,3.57192481859079
d,0.0454,1.50012267936455,3.57532607752906
d,0.04545,1.50116401141375,3.56826680132797
d,0.0455,1.49769977364179,3.57037203562499
d,0.04555,1.49527490431739,3.57049075314234
d,0.0456,1.50014253879312,3.57318271004905
d,0.04565,1.49865200242025,3.57420166229615
d,0.0457,1.49209236063865,3.56970738268112
d,0.04575,1.49952194004053,3.57456860566477
d,0.0458,1.49974173575536,3.57287307942583
d,0.04585,1.49977985427566,3.57365675418654
d,0.0459,1.49986388434285,3.571943680164
d,0.04595,1.49821762585074,3.57196623155683
d,0.046,1.50219201092103,3.57018619841971
d,0.04605,1.49988214443542,3.57406342116832
d,0.0461,1.50045636457111,3.5704694118287
d,0.04615,1.49716367076046,3.56828003009335
d,0.0462,1.50525868130802,3.57208924568366
d,0.04625,1.50147814888347,3.57198362528091
d,0.0463,1.49495223630405,3.57155371957631
d,0.04635,1.50036581944662,3.5717896927884
d,0.0464,1.49726465974362,3.57342284962266
d,0.04645,1.49718248371654,3.57198256798419
d,0.0465,1.49474170325609,3.56905293283654
d,0.04655,1.4973506726168,3.56955075062895
d,0.0466,1.49895273998724,3.57030310860791
d,0.04665,1.49913587453919,3.57272790580726
d,0.0467,1.49597592579445,3.57320535372729
d,0.04675,1.50150384535412,3.56917925714032
d,0.0468,1.50180858641661,3.5710784894037
d,0.04685,1.49869291097102,3.57403194219344
d,0.0469,1.50073568439375,3.56959487239397
d,0.04695,1.50423281308118,3.56949556679874
d,0.047,1.49931509315489,3.56940580332019
d,0.04705,1.50225251115613,3.57419519053408
d,0.0471,1.49990562551335,3.57371190897815
d,0.04715,1.50968046091739,3.56741268295785
d,0.0472,1.49919946252036,3.57263193067141
d,0.04725,1.50046988154403,3.57411908686291
d,0.0473,1.50340247666779,3.56964755686321
d,0.04735,1.49994177466545,3.57140823590597
d,0.0474,1.50281926625415,3.57317073556582
d,0.04745,1.49960073122969,3.57339704578979
d,0.0475,1.49781380538243,3.57039369612063
d,0.04755,1.50205915043678,3.57273036893912
d,0.0476,1.50165794139833,3.57112409120052
d,0.04765,1.49603878985376,3.56790457249852
d,0.0477,1.49966402484048,3.57084317648571
d,0.04775,1.50543456724884,3.57606737523015
d,0.0478,1.50056961240321,3.57011984338925
d,0.04785,1.49959141224343,3.5712539281381
d,0.0479,1.50198475792568,3.57213262435132
d,0.04795,1.4942110783042,3.57211932922425
d,0.048,1.50115889836105,3.57367157228278
d,0.04805,1.50137344109827,3.57359156166248
d,0.0481,1.50016206635159,3.5709533446141
d,0.04815,1.50540571614511,3.57244904208402
d,0.0482,1.50519388502435,3.57030440023947
d,0.04825,1.501023274299,3.57215672684124
d,0.0483,1.4992226654051,3.57331944986273
d,0.04835,1.49923268352673,3.57048908436847
d,0.0484,1.5030888589547,3.57498354742086
d,0.04845,1.4998262673834,3.57225496570383
d,0.0485,1.497306583476,3.57144352515796
d,0.04855,1.49709840011431,3.57519391695179
d,0.0486,1.4993405828097,3.5700099276687
d,0.04865,1.50066076722462,3.56972386132003
d,0.0487,1.5001227537079,3.56986433933235
d,0.04875,1.49696542685298,3.57018526871496
d,0.0488,1.50080695243186,3.57170614734073
d,0.04885,1.49855182265352,3.57213099627601
d,0.0489,1.49496273740526,3.57226382402293
d,0.04895,1.50198596533069,3.56965723760859
d,0.049,1.49750852659961,3.57223771901412
d,0.04905,1.50027134999094,3.57148125430943
d,0.0491,1.50154129546925,3.57375349191048
d,0.04915,1.50327439831341,3.57157778030512
d,0.0492,1.50100005251039,3.56821534506236
d,0.04925,1.49615971923501,3.57203441994974
d,0.0493,1.49747358617961,3.56852789265268
d,0.04935,1.49863205638527,3.57210904561897
d,0.0494,1.49704129387913,3.56937438323308
d,0.04945,1.50201954359878,3.57037788289844
d,0.0495,1.49769263491347,3.57206319035725
d,0.04955,1.50206631350951,3.5720127399522
d,0.0496,1.49654511542552,3.57033829766
d,0.04965,1.4972650031568,3.57243244098541
d,0.0497,1.49927092340692,3.57129243796041
d,0.04975,1.49705185157921,3.5713220765282
d,0.0498,1.50254278079189,3.57079958623402
d,0.04985,1.50604347704826,3.57397416198284
d,0.0499,1.50021749960954,3.57339122365058
d,0.04995,1.50268914925953,3.56963264117967
